"altura_tot","diametro","inclinacio","origen","barrio","comuna","fres_am"
18,42,0,"Exótico","RETIRO",1,"no"
24,100,0,"Nativo/Autóctono","VILLA LURO",10,"no"
8,23,0,"Exótico","AGRONOMIA",15,"si"
9,27,15,"Exótico","SAN CRISTOBAL",3,"si"
25,65,12,"Exótico","SAN TELMO",1,"no"
7,37,0,"Exótico","ALMAGRO",5,"no"
6,15,0,"Exótico","MONTE CASTRO",10,"no"
8,44,10,"Exótico","VILLA DEVOTO",11,"si"
4,6,0,"Exótico","VILLA DEVOTO",11,"no"
17,82,0,"Exótico","VILLA GRAL. MITRE",11,"no"
12,63,0,"Exótico","VILLA GRAL. MITRE",11,"si"
9,44,0,"Nativo/Autóctono","BELGRANO",13,"no"
1,90,0,"No Determinado","PARQUE CHACABUCO",7,"no"
2,2,0,"Exótico","VILLA DEL PARQUE",11,"no"
12,42,0,"Exótico","VILLA LURO",10,"no"
5,21,0,"Exótico","VILLA LUGANO",8,"no"
3,5,0,"Exótico","VILLA URQUIZA",12,"no"
8,31,0,"Exótico","PARQUE CHACABUCO",7,"no"
4,29,0,"Exótico","PARQUE CHACABUCO",7,"no"
16,80,0,"Exótico","CABALLITO",6,"no"
10,44,8,"Exótico","VILLA PUEYRREDON",12,"si"
8,21,0,"Exótico","PARQUE CHACABUCO",7,"si"
8,21,0,"Exótico","MONSERRAT",1,"si"
9,40,0,"Exótico","VILLA DEVOTO",11,"si"
1,1,0,"Exótico","VILLA LUGANO",8,"no"
9,21,0,"Exótico","BARRACAS",4,"si"
3,27,10,"Exótico","MATADEROS",9,"no"
12,32,0,"Exótico","BALVANERA",3,"si"
3,8,0,"Exótico","VILLA LUGANO",8,"no"
5,30,0,"Exótico","MATADEROS",9,"no"
6,15,19,"Exótico","SAAVEDRA",12,"no"
12,49,0,"Exótico","VILLA ORTUZAR",15,"no"
4,22,0,"Exótico","VILLA SANTA RITA",11,"no"
3,6,0,"Exótico","LINIERS",9,"no"
3,42,0,"Exótico","BELGRANO",13,"si"
10,54,12,"Exótico","MATADEROS",9,"no"
7,18,0,"Exótico","CABALLITO",6,"si"
9,20,0,"Exótico","PALERMO",14,"si"
10,50,10,"Exótico","PALERMO",14,"no"
8,45,0,"Exótico","VILLA SOLDATI",8,"no"
2,15,0,"Exótico","PALERMO",14,"no"
2,6,15,"Nativo/Autóctono","CABALLITO",6,"no"
4,7,0,"Exótico","VILLA LUGANO",8,"no"
8,21,0,"Exótico","PALERMO",14,"si"
3,5,0,"Nativo/Autóctono","BOEDO",5,"no"
10,22,0,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
2,2,0,"Exótico","MONTE CASTRO",10,"no"
9,17,0,"Exótico","BELGRANO",13,"no"
17,14,4,"Exótico","VILLA LUGANO",8,"no"
8,20,7,"Exótico","COGHLAN",12,"si"
4,60,0,"No Determinado","ALMAGRO",5,"no"
8,23,0,"Exótico","BELGRANO",13,"si"
12,30,0,"Nativo/Autóctono","RECOLETA",2,"no"
7,23,0,"Nativo/Autóctono","AGRONOMIA",15,"no"
12,36,0,"Exótico","ALMAGRO",5,"no"
7,26,0,"Exótico","VILLA LUGANO",8,"no"
3,10,10,"Exótico","PARQUE AVELLANEDA",9,"no"
4,11,0,"Nativo/Autóctono","PALERMO",14,"no"
11,40,9,"Exótico","BALVANERA",3,"si"
12,32,0,"Exótico","CABALLITO",6,"no"
5,21,0,"Exótico","VILLA DEL PARQUE",11,"si"
3,15,8,"Nativo/Autóctono","FLORESTA",10,"no"
10,42,0,"Exótico","SAAVEDRA",12,"si"
7,38,9,"Exótico","VELEZ SARSFIELD",10,"si"
6,22,0,"Exótico","CABALLITO",6,"si"
3,7,0,"Exótico","VILLA GRAL. MITRE",11,"no"
6,16,17,"Exótico","MONTE CASTRO",10,"no"
3,20,0,"Exótico","CONSTITUCION",1,"no"
16,72,0,"Nativo/Autóctono","AGRONOMIA",15,"no"
16,64,0,"Exótico","VILLA DEL PARQUE",11,"no"
10,49,0,"Nativo/Autóctono","VILLA ORTUZAR",15,"no"
6,31,0,"Exótico","MATADEROS",9,"no"
9,33,0,"Exótico","MATADEROS",9,"no"
12,47,0,"Exótico","MONTE CASTRO",10,"no"
23,95,0,"Exótico","PARQUE PATRICIOS",4,"no"
10,63,11,"Exótico","PARQUE AVELLANEDA",9,"no"
9,53,0,"Exótico","LINIERS",9,"si"
9,60,0,"Exótico","VILLA CRESPO",15,"no"
14,65,0,"Exótico","VILLA LURO",10,"no"
5,39,0,"No Determinado","VILLA PUEYRREDON",12,"no"
8,12,0,"Exótico","VILLA RIACHUELO",8,"no"
5,13,0,"Exótico","COLEGIALES",13,"si"
15,85,0,"Exótico","BELGRANO",13,"no"
12,28,10,"Exótico","VILLA LUGANO",8,"si"
6,20,0,"Exótico","BALVANERA",3,"no"
12,46,0,"Exótico","VILLA DEVOTO",11,"no"
15,40,0,"Exótico","RECOLETA",2,"no"
13,21,0,"Exótico","ALMAGRO",5,"si"
8,40,0,"Exótico","AGRONOMIA",15,"si"
10,33,12,"Exótico","MONSERRAT",1,"si"
10,23,0,"Exótico","FLORES",7,"no"
7,25,0,"Exótico","BOCA",4,"si"
8,40,0,"Exótico","VILLA REAL",10,"no"
10,30,0,"Exótico","BELGRANO",13,"si"
6,38,0,"Exótico","VILLA CRESPO",15,"si"
7,27,0,"Exótico","PARQUE AVELLANEDA",9,"no"
10,50,0,"Exótico","AGRONOMIA",15,"no"
7,40,0,"Exótico","VILLA LURO",10,"no"
5,15,0,"Exótico","ALMAGRO",5,"no"
10,22,0,"Exótico","BOCA",4,"no"
2,9,0,"Exótico","PARQUE AVELLANEDA",9,"no"
4,13,0,"Exótico","BELGRANO",13,"no"
9,26,20,"Exótico","VELEZ SARSFIELD",10,"si"
4,15,0,"Exótico","MATADEROS",9,"no"
11,35,0,"Exótico","LINIERS",9,"si"
4,8,0,"Exótico","PARQUE CHACABUCO",7,"no"
10,20,0,"Exótico","FLORES",7,"si"
3,10,0,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
10,39,0,"Exótico","MONTE CASTRO",10,"si"
6,12,0,"Exótico","VILLA GRAL. MITRE",11,"no"
2,8,15,"Exótico","MONTE CASTRO",10,"no"
16,83,0,"Exótico","PATERNAL",15,"no"
12,28,22,"Exótico","FLORES",7,"si"
3,25,13,"Exótico","LINIERS",9,"no"
4,22,0,"Exótico","SAAVEDRA",12,"no"
15,65,0,"Exótico","VILLA LURO",10,"no"
8,25,9,"Exótico","BARRACAS",4,"si"
9,29,7,"Exótico","CABALLITO",6,"si"
3,6,23,"Exótico","FLORES",7,"si"
10,64,0,"Nativo/Autóctono","PARQUE CHACABUCO",7,"no"
6,23,0,"Exótico","FLORESTA",10,"no"
6,24,0,"Exótico","FLORES",7,"no"
4,32,9,"Exótico","VILLA PUEYRREDON",12,"no"
7,14,0,"Exótico","VILLA SOLDATI",8,"si"
4,38,10,"Exótico","BARRACAS",4,"si"
10,26,10,"Exótico","FLORESTA",10,"no"
8,24,10,"Exótico","MATADEROS",9,"no"
7,22,0,"Exótico","VILLA DEL PARQUE",11,"no"
2,20,0,"Exótico","BOEDO",5,"no"
8,38,0,"Exótico","VILLA LUGANO",8,"no"
23,61,12,"Exótico","FLORES",7,"no"
5,45,0,"Exótico","VILLA LURO",10,"no"
8,18,0,"Exótico","VILLA PUEYRREDON",12,"no"
9,10,20,"Exótico","RETIRO",1,"si"
5,19,0,"Exótico","VILLA DEVOTO",11,"no"
10,50,0,"Exótico","VILLA SOLDATI",8,"si"
14,14,11,"Exótico","BARRACAS",4,"si"
12,10,0,"Exótico","VILLA CRESPO",15,"no"
4,35,0,"Exótico","VILLA LUGANO",8,"si"
5,29,0,"Exótico","VILLA RIACHUELO",8,"no"
2,7,0,"No Determinado","COLEGIALES",13,"no"
7,15,0,"Exótico","PALERMO",14,"no"
9,31,6,"Exótico","CONSTITUCION",1,"si"
12,42,0,"Exótico","BARRACAS",4,"si"
10,22,0,"Exótico","PUERTO MADERO",1,"no"
9,30,5,"Exótico","VILLA URQUIZA",12,"no"
16,44,5,"Exótico","VILLA URQUIZA",12,"no"
4,16,12,"Exótico","VILLA DEL PARQUE",11,"no"
7,23,8,"Exótico","VELEZ SARSFIELD",10,"no"
10,30,0,"Exótico","VILLA DEVOTO",11,"si"
9,36,0,"Exótico","VILLA SOLDATI",8,"si"
9,35,0,"Exótico","MATADEROS",9,"no"
7,22,0,"Exótico","VILLA CRESPO",15,"si"
11,33,0,"Exótico","PALERMO",14,"si"
6,27,0,"Exótico","BOCA",4,"si"
6,32,0,"Exótico","VILLA URQUIZA",12,"si"
20,62,12,"Exótico","BOEDO",5,"no"
17,27,12,"Exótico","VILLA URQUIZA",12,"si"
9,65,0,"Exótico","PARQUE PATRICIOS",4,"si"
5,15,0,"Exótico","BOCA",4,"si"
12,21,0,"Exótico","VILLA SOLDATI",8,"si"
13,70,11,"Exótico","CABALLITO",6,"no"
10,25,0,"Exótico","PARQUE AVELLANEDA",9,"si"
6,16,0,"Nativo/Autóctono","PUERTO MADERO",1,"no"
9,40,8,"Exótico","SAAVEDRA",12,"si"
5,18,0,"Exótico","FLORES",7,"si"
9,56,0,"Exótico","VILLA CRESPO",15,"no"
14,45,0,"Exótico","VILLA GRAL. MITRE",11,"no"
4,10,0,"Exótico","NUÑEZ",13,"no"
7,42,0,"Exótico","VILLA URQUIZA",12,"si"
11,55,15,"Exótico","SAN CRISTOBAL",3,"si"
6,32,0,"Exótico","VILLA LURO",10,"no"
6,27,0,"Exótico","VILLA URQUIZA",12,"si"
9,26,0,"Exótico","PARQUE AVELLANEDA",9,"si"
12,63,0,"Exótico","BARRACAS",4,"no"
8,32,15,"Exótico","CABALLITO",6,"si"
8,23,0,"Nativo/Autóctono","PALERMO",14,"no"
10,23,5,"Exótico","COGHLAN",12,"no"
5,52,0,"Exótico","FLORES",7,"no"
13,103,0,"Exótico","SAAVEDRA",12,"no"
4,11,0,"Exótico","PATERNAL",15,"no"
15,36,0,"Exótico","CABALLITO",6,"si"
20,79,0,"Exótico","PALERMO",14,"no"
12,30,0,"Exótico","ALMAGRO",5,"si"
7,48,0,"Exótico","VILLA LUGANO",8,"no"
4,8,0,"Exótico","NUÑEZ",13,"si"
14,76,0,"Exótico","VILLA GRAL. MITRE",11,"no"
11,51,0,"Exótico","LINIERS",9,"no"
12,37,0,"Exótico","COLEGIALES",13,"si"
12,73,0,"Exótico","BELGRANO",13,"si"
15,100,0,"Exótico","FLORES",7,"no"
9,45,0,"Exótico","BARRACAS",4,"si"
10,63,3,"Exótico","SAAVEDRA",12,"si"
5,27,0,"Exótico","VILLA SOLDATI",8,"si"
7,62,0,"Exótico","VILLA REAL",10,"si"
8,18,0,"Exótico","AGRONOMIA",15,"no"
7,59,0,"Exótico","BARRACAS",4,"si"
12,26,0,"Exótico","SAN NICOLAS",1,"si"
8,17,0,"Exótico","PARQUE AVELLANEDA",9,"no"
7,17,13,"Exótico","PALERMO",14,"si"
5,22,8,"Exótico","SAAVEDRA",12,"si"
6,30,0,"Exótico","PALERMO",14,"no"
4,18,0,"Exótico","ALMAGRO",5,"si"
7,32,0,"Exótico","FLORESTA",10,"no"
10,49,0,"No Determinado","PARQUE CHACABUCO",7,"no"
12,50,0,"Exótico","VILLA LURO",10,"no"
5,20,0,"Exótico","RECOLETA",2,"si"
18,67,0,"Exótico","AGRONOMIA",15,"no"
11,38,0,"Exótico","BOCA",4,"si"
9,25,10,"Exótico","PALERMO",14,"si"
12,33,8,"Exótico","COLEGIALES",13,"no"
9,29,0,"Exótico","VILLA DEVOTO",11,"si"
15,56,0,"Exótico","PALERMO",14,"no"
6,20,15,"Exótico","PARQUE CHACABUCO",7,"no"
5,9,0,"Exótico","VILLA GRAL. MITRE",11,"no"
6,17,0,"Exótico","FLORES",7,"si"
8,16,0,"Exótico","BOCA",4,"si"
10,21,13,"Exótico","PARQUE CHAS",15,"si"
5,23,0,"Exótico","VILLA SOLDATI",8,"no"
21,48,0,"Exótico","PALERMO",14,"no"
10,25,0,"Exótico","RETIRO",1,"no"
7,26,0,"Exótico","VILLA GRAL. MITRE",11,"si"
5,28,0,"Exótico","VELEZ SARSFIELD",10,"no"
24,45,0,"Exótico","CABALLITO",6,"no"
12,21,0,"Exótico","PALERMO",14,"si"
3,19,16,"Exótico","MATADEROS",9,"no"
10,46,0,"Exótico","VILLA DEL PARQUE",11,"no"
7,19,23,"Exótico","ALMAGRO",5,"si"
4,26,0,"Exótico","MONTE CASTRO",10,"no"
12,57,7,"Exótico","BELGRANO",13,"si"
8,55,0,"Exótico","FLORES",7,"no"
11,59,0,"Exótico","VILLA PUEYRREDON",12,"si"
10,64,0,"Exótico","BELGRANO",13,"si"
6,20,2,"Exótico","SAN NICOLAS",1,"si"
7,40,0,"Exótico","SAAVEDRA",12,"si"
18,84,0,"Nativo/Autóctono","NUÑEZ",13,"no"
7,20,8,"Nativo/Autóctono","BELGRANO",13,"no"
8,45,0,"Exótico","VILLA CRESPO",15,"no"
7,36,0,"Exótico","MONTE CASTRO",10,"no"
5,11,0,"Exótico","FLORESTA",10,"no"
16,81,0,"Nativo/Autóctono","VILLA ORTUZAR",15,"no"
9,36,0,"Exótico","VILLA CRESPO",15,"si"
5,28,0,"Exótico","VILLA REAL",10,"si"
7,14,29,"Nativo/Autóctono","BELGRANO",13,"no"
18,52,0,"Exótico","MATADEROS",9,"no"
13,30,0,"Exótico","CHACARITA",15,"si"
18,58,0,"Exótico","VILLA URQUIZA",12,"no"
9,25,0,"Exótico","MATADEROS",9,"si"
6,5,0,"Exótico","PALERMO",14,"si"
20,73,7,"Exótico","SAAVEDRA",12,"no"
5,26,0,"Exótico","NUEVA POMPEYA",4,"si"
5,24,0,"Exótico","PARQUE CHACABUCO",7,"no"
3,12,0,"Exótico","FLORESTA",10,"si"
14,65,0,"Exótico","VILLA SANTA RITA",11,"no"
3,12,0,"Exótico","PARQUE AVELLANEDA",9,"no"
8,18,0,"Exótico","VILLA REAL",10,"si"
9,22,0,"Exótico","BARRACAS",4,"no"
10,49,12,"Exótico","FLORESTA",10,"si"
5,18,0,"Exótico","CABALLITO",6,"si"
4,5,25,"Exótico","BARRACAS",4,"no"
13,45,0,"Nativo/Autóctono","PARQUE PATRICIOS",4,"no"
5,22,0,"Exótico","COGHLAN",12,"si"
6,23,0,"Exótico","MONTE CASTRO",10,"no"
13,68,0,"Exótico","FLORESTA",10,"no"
10,35,0,"Exótico","BELGRANO",13,"si"
7,12,0,"Exótico","BARRACAS",4,"si"
2,4,0,"Exótico","CABALLITO",6,"no"
10,29,0,"Exótico","VILLA REAL",10,"si"
8,28,0,"Exótico","PALERMO",14,"no"
10,57,0,"Exótico","MATADEROS",9,"no"
5,18,15,"Exótico","NUÑEZ",13,"si"
3,13,0,"Exótico","SAN CRISTOBAL",3,"no"
18,67,0,"Exótico","BOCA",4,"no"
10,25,0,"Exótico","VILLA GRAL. MITRE",11,"si"
2,2,0,"Exótico","VILLA CRESPO",15,"si"
4,7,0,"Exótico","BOEDO",5,"no"
3,20,0,"Exótico","VILLA LUGANO",8,"no"
15,42,25,"Exótico","BELGRANO",13,"si"
6,15,0,"Exótico","MONTE CASTRO",10,"no"
18,175,0,"Exótico","CONSTITUCION",1,"no"
11,30,14,"Exótico","MATADEROS",9,"si"
14,60,4,"Nativo/Autóctono","BARRACAS",4,"no"
20,80,0,"Exótico","FLORESTA",10,"no"
12,60,15,"Exótico","VERSALLES",10,"no"
9,32,0,"Exótico","VILLA DEVOTO",11,"si"
11,50,0,"Exótico","PARQUE AVELLANEDA",9,"no"
4,23,0,"Exótico","VILLA URQUIZA",12,"no"
8,19,0,"Exótico","FLORESTA",10,"no"
8,32,17,"Exótico","PALERMO",14,"si"
3,9,0,"Exótico","VILLA LUGANO",8,"no"
10,22,7,"Exótico","PARQUE AVELLANEDA",9,"no"
4,25,0,"Exótico","PARQUE AVELLANEDA",9,"no"
5,10,40,"Exótico","CABALLITO",6,"no"
12,68,0,"Exótico","MATADEROS",9,"no"
5,24,0,"Exótico","VILLA CRESPO",15,"no"
8,46,0,"Exótico","VERSALLES",10,"no"
8,71,10,"Exótico","MONTE CASTRO",10,"no"
3,6,0,"Exótico","BARRACAS",4,"no"
6,25,0,"Exótico","LINIERS",9,"si"
6,17,0,"Exótico","ALMAGRO",5,"si"
6,37,12,"Nativo/Autóctono","SAAVEDRA",12,"no"
7,25,7,"Exótico","SAAVEDRA",12,"si"
5,22,0,"Exótico","CABALLITO",6,"no"
4,24,0,"Exótico","VILLA LUGANO",8,"si"
6,20,0,"Exótico","VILLA REAL",10,"si"
5,24,0,"Exótico","VILLA SOLDATI",8,"no"
3,10,0,"Exótico","VILLA PUEYRREDON",12,"no"
6,17,3,"Exótico","VILLA PUEYRREDON",12,"no"
8,12,5,"Exótico","VILLA SANTA RITA",11,"no"
7,15,20,"Exótico","PALERMO",14,"si"
6,21,0,"Exótico","VILLA DEVOTO",11,"no"
6,14,0,"Exótico","MATADEROS",9,"no"
7,22,11,"Exótico","PARQUE AVELLANEDA",9,"no"
9,60,6,"Exótico","CABALLITO",6,"si"
13,51,0,"Exótico","VELEZ SARSFIELD",10,"no"
5,18,0,"Exótico","VILLA SANTA RITA",11,"no"
11,40,6,"Exótico","VILLA LUGANO",8,"si"
7,34,0,"Nativo/Autóctono","PALERMO",14,"no"
11,52,8,"Exótico","VELEZ SARSFIELD",10,"no"
9,26,7,"Exótico","LINIERS",9,"si"
5,23,0,"Exótico","VILLA DEVOTO",11,"no"
7,21,0,"Exótico","VILLA CRESPO",15,"no"
8,15,0,"Exótico","VILLA LURO",10,"no"
21,42,0,"Exótico","FLORES",7,"no"
14,82,7,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
9,22,0,"Exótico","NUÑEZ",13,"no"
5,24,0,"Exótico","CABALLITO",6,"no"
9,34,5,"Exótico","COGHLAN",12,"si"
7,14,0,"Exótico","BOEDO",5,"si"
7,35,10,"Exótico","COLEGIALES",13,"si"
15,68,0,"Exótico","AGRONOMIA",15,"no"
3,8,0,"Exótico","PALERMO",14,"no"
9,33,9,"Nativo/Autóctono","PALERMO",14,"no"
20,65,15,"Exótico","BELGRANO",13,"no"
9,50,0,"Exótico","BALVANERA",3,"no"
10,60,0,"Exótico","VILLA DEVOTO",11,"no"
6,24,13,"Exótico","ALMAGRO",5,"si"
8,22,16,"Exótico","CABALLITO",6,"si"
6,23,0,"Exótico","NUEVA POMPEYA",4,"si"
8,41,0,"Exótico","MATADEROS",9,"si"
9,17,0,"Exótico","BALVANERA",3,"si"
7,19,0,"Exótico","MONTE CASTRO",10,"no"
10,74,10,"Exótico","CHACARITA",15,"no"
13,76,0,"Exótico","VELEZ SARSFIELD",10,"no"
12,30,0,"Exótico","MATADEROS",9,"si"
6,12,0,"Exótico","PARQUE CHACABUCO",7,"no"
10,44,0,"Exótico","RECOLETA",2,"si"
9,28,0,"Exótico","LINIERS",9,"no"
10,52,0,"Exótico","VILLA RIACHUELO",8,"no"
6,35,0,"Exótico","MATADEROS",9,"si"
8,57,7,"Exótico","VILLA GRAL. MITRE",11,"no"
10,53,7,"Exótico","SAAVEDRA",12,"si"
4,12,0,"Exótico","PALERMO",14,"no"
5,20,0,"Exótico","CHACARITA",15,"no"
3,22,0,"Exótico","VERSALLES",10,"no"
12,28,0,"Exótico","PARQUE CHACABUCO",7,"si"
13,82,0,"Exótico","BELGRANO",13,"no"
9,30,0,"Exótico","VILLA DEL PARQUE",11,"no"
12,75,12,"Exótico","VILLA DEVOTO",11,"no"
18,45,8,"Exótico","PALERMO",14,"no"
3,8,0,"Exótico","VILLA URQUIZA",12,"no"
5,30,0,"Exótico","VILLA DEVOTO",11,"no"
6,48,0,"Exótico","SAAVEDRA",12,"si"
11,38,0,"Exótico","ALMAGRO",5,"no"
13,36,10,"Exótico","MATADEROS",9,"no"
12,64,10,"Nativo/Autóctono","VILLA DEL PARQUE",11,"no"
6,16,15,"Exótico","FLORES",7,"si"
6,39,0,"Exótico","VILLA PUEYRREDON",12,"si"
10,31,0,"Exótico","LINIERS",9,"no"
6,37,0,"Exótico","PARQUE CHACABUCO",7,"no"
7,32,0,"Exótico","PALERMO",14,"si"
9,23,10,"Exótico","RETIRO",1,"no"
4,10,28,"Exótico","VILLA DEVOTO",11,"no"
7,33,0,"Exótico","VILLA PUEYRREDON",12,"no"
3,40,13,"Exótico","VILLA DEVOTO",11,"no"
5,50,5,"Exótico","PARQUE PATRICIOS",4,"no"
3,2,0,"Exótico","COLEGIALES",13,"si"
10,64,10,"Nativo/Autóctono","PALERMO",14,"no"
5,39,0,"Exótico","PARQUE CHACABUCO",7,"no"
3,4,8,"Exótico","SAN NICOLAS",1,"no"
5,25,0,"Exótico","PARQUE CHACABUCO",7,"no"
11,30,0,"Exótico","PALERMO",14,"no"
14,80,0,"Exótico","AGRONOMIA",15,"no"
6,20,9,"Exótico","CABALLITO",6,"si"
3,10,0,"Exótico","MONTE CASTRO",10,"si"
3,9,0,"Exótico","VILLA CRESPO",15,"no"
6,16,0,"No Determinado","ALMAGRO",5,"no"
3,41,0,"No Determinado","CABALLITO",6,"no"
5,8,0,"Exótico","NUÑEZ",13,"si"
11,59,0,"Exótico","MATADEROS",9,"si"
13,35,0,"Nativo/Autóctono","MATADEROS",9,"no"
15,100,0,"Exótico","BARRACAS",4,"no"
12,20,0,"Exótico","CABALLITO",6,"si"
12,29,0,"Exótico","VILLA GRAL. MITRE",11,"si"
6,40,12,"Exótico","MONTE CASTRO",10,"no"
6,22,0,"Exótico","VILLA RIACHUELO",8,"no"
8,38,0,"Exótico","AGRONOMIA",15,"si"
5,22,0,"Nativo/Autóctono","MATADEROS",9,"no"
5,18,0,"Exótico","VILLA DEVOTO",11,"no"
12,50,14,"Exótico","BALVANERA",3,"si"
10,36,10,"Exótico","VILLA DEL PARQUE",11,"no"
7,23,0,"Exótico","BOEDO",5,"no"
4,8,0,"Exótico","MATADEROS",9,"no"
18,40,0,"Exótico","CABALLITO",6,"no"
10,20,0,"Exótico","VILLA SOLDATI",8,"si"
7,18,0,"Exótico","VILLA LURO",10,"si"
2,1,0,"Exótico","MONSERRAT",1,"no"
6,26,0,"Exótico","RECOLETA",2,"si"
8,66,0,"Exótico","NUEVA POMPEYA",4,"no"
7,17,10,"Nativo/Autóctono","PUERTO MADERO",1,"no"
8,19,0,"Exótico","MATADEROS",9,"si"
3,45,0,"No Determinado","FLORES",7,"no"
4,22,0,"Exótico","LINIERS",9,"no"
13,60,12,"Exótico","VILLA DEVOTO",11,"no"
4,7,8,"Exótico","VILLA LURO",10,"no"
8,46,0,"Exótico","VILLA DEL PARQUE",11,"no"
9,40,0,"Exótico","VILLA CRESPO",15,"no"
8,28,0,"Exótico","VILLA ORTUZAR",15,"si"
5,20,20,"Exótico","ALMAGRO",5,"si"
5,30,0,"Exótico","VILLA LURO",10,"si"
10,22,0,"Exótico","BALVANERA",3,"si"
10,34,0,"Exótico","SAAVEDRA",12,"si"
12,30,0,"Exótico","VILLA LURO",10,"no"
2,6,0,"Exótico","MONTE CASTRO",10,"no"
7,28,0,"Exótico","VILLA CRESPO",15,"si"
12,43,0,"Exótico","FLORES",7,"si"
3,5,0,"Exótico","PALERMO",14,"no"
6,21,0,"Exótico","PALERMO",14,"si"
8,19,0,"Exótico","COGHLAN",12,"si"
9,18,0,"Exótico","VILLA PUEYRREDON",12,"si"
11,45,0,"Exótico","VILLA REAL",10,"si"
5,12,8,"Nativo/Autóctono","SAAVEDRA",12,"no"
2,7,0,"Exótico","BARRACAS",4,"si"
12,40,0,"Exótico","FLORESTA",10,"no"
1,35,0,"Exótico","VILLA LUGANO",8,"no"
3,2,0,"Nativo/Autóctono","VILLA SOLDATI",8,"no"
8,35,0,"Exótico","PARQUE AVELLANEDA",9,"si"
8,16,0,"Exótico","VILLA ORTUZAR",15,"no"
5,12,0,"Exótico","MATADEROS",9,"no"
14,64,0,"Exótico","VILLA ORTUZAR",15,"no"
16,45,0,"Exótico","PARQUE CHAS",15,"no"
4,10,10,"Exótico","VILLA ORTUZAR",15,"si"
7,42,11,"Exótico","VILLA DEL PARQUE",11,"no"
6,20,10,"Exótico","VILLA URQUIZA",12,"no"
13,53,0,"Exótico","VILLA RIACHUELO",8,"no"
7,53,0,"Exótico","PARQUE AVELLANEDA",9,"si"
12,37,0,"Exótico","BOCA",4,"si"
7,19,0,"Exótico","LINIERS",9,"si"
18,55,0,"Exótico","FLORES",7,"no"
10,79,5,"Exótico","PALERMO",14,"no"
9,32,15,"Exótico","FLORESTA",10,"si"
6,22,0,"Nativo/Autóctono","RECOLETA",2,"no"
6,26,0,"Exótico","VILLA DEVOTO",11,"no"
12,21,0,"Exótico","NUÑEZ",13,"no"
8,40,0,"Exótico","PALERMO",14,"si"
4,6,15,"Exótico","BALVANERA",3,"no"
2,10,0,"Nativo/Autóctono","CABALLITO",6,"no"
8,17,0,"Exótico","RECOLETA",2,"si"
9,40,10,"Exótico","PALERMO",14,"no"
12,39,0,"Exótico","COLEGIALES",13,"si"
4,26,0,"Exótico","NUÑEZ",13,"no"
4,20,15,"Exótico","CABALLITO",6,"no"
7,22,0,"Exótico","VILLA LUGANO",8,"si"
9,30,0,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
15,32,0,"Exótico","PALERMO",14,"no"
24,60,8,"Exótico","BELGRANO",13,"no"
13,50,0,"Exótico","PALERMO",14,"no"
8,24,0,"Exótico","VILLA LURO",10,"no"
11,31,10,"Exótico","BOEDO",5,"si"
5,24,0,"Exótico","SAAVEDRA",12,"si"
8,26,0,"Exótico","PARQUE AVELLANEDA",9,"si"
8,20,13,"Exótico","VILLA SANTA RITA",11,"si"
7,17,18,"Exótico","FLORESTA",10,"no"
5,30,0,"Exótico","VILLA RIACHUELO",8,"no"
11,65,0,"Exótico","VILLA URQUIZA",12,"no"
15,55,15,"Nativo/Autóctono","PARQUE PATRICIOS",4,"no"
7,71,0,"Exótico","LINIERS",9,"no"
6,19,5,"Exótico","BELGRANO",13,"si"
10,39,0,"Exótico","VILLA PUEYRREDON",12,"no"
4,26,0,"Exótico","VILLA LUGANO",8,"no"
7,16,10,"Exótico","BARRACAS",4,"si"
9,19,5,"Exótico","SAN CRISTOBAL",3,"si"
6,30,15,"Exótico","FLORES",7,"si"
12,53,0,"Exótico","ALMAGRO",5,"si"
10,32,0,"Nativo/Autóctono","BELGRANO",13,"no"
10,40,0,"Nativo/Autóctono","BELGRANO",13,"no"
11,63,0,"Exótico","LINIERS",9,"si"
8,46,0,"Exótico","RETIRO",1,"no"
9,31,0,"Exótico","VILLA DEVOTO",11,"si"
6,19,0,"Exótico","VILLA URQUIZA",12,"no"
4,8,0,"Exótico","LINIERS",9,"no"
10,36,12,"Exótico","PALERMO",14,"si"
3,15,0,"Exótico","LINIERS",9,"no"
15,37,10,"Exótico","CONSTITUCION",1,"no"
7,35,6,"Exótico","COGHLAN",12,"no"
17,25,0,"Exótico","ALMAGRO",5,"si"
7,36,10,"Exótico","SAAVEDRA",12,"no"
1,10,0,"Exótico","COGHLAN",12,"no"
4,17,0,"Exótico","PARQUE AVELLANEDA",9,"no"
6,6,4,"Exótico","SAN CRISTOBAL",3,"si"
3,18,0,"Exótico","CABALLITO",6,"no"
3,10,25,"Exótico","VILLA LUGANO",8,"no"
8,50,0,"Exótico","VERSALLES",10,"no"
6,8,0,"Exótico","PUERTO MADERO",1,"no"
6,50,0,"Exótico","BARRACAS",4,"no"
5,15,0,"Exótico","SAAVEDRA",12,"si"
10,43,24,"Exótico","RECOLETA",2,"no"
3,25,0,"Exótico","VILLA SOLDATI",8,"no"
15,34,0,"Exótico","LINIERS",9,"no"
5,25,0,"Exótico","VILLA REAL",10,"no"
