"altura_tot","diametro","inclinacio","origen","barrio","comuna","fres_am"
6,19,0,"Exótico","BALVANERA",3,"no"
7,21,0,"Exótico","MATADEROS",9,"si"
12,14,0,"Nativo/Autóctono","NUÑEZ",13,"no"
8,35,0,"Exótico","MATADEROS",9,"no"
10,72,0,"Nativo/Autóctono","PALERMO",14,"no"
2,3,0,"Exótico","BOEDO",5,"no"
15,44,0,"Exótico","SAAVEDRA",12,"no"
7,22,0,"Exótico","VELEZ SARSFIELD",10,"no"
9,41,0,"Exótico","PALERMO",14,"si"
23,74,11,"Nativo/Autóctono","BELGRANO",13,"no"
3,6,0,"Exótico","PALERMO",14,"no"
5,12,0,"Exótico","VILLA LUGANO",8,"no"
8,40,0,"Exótico","RETIRO",1,"no"
11,35,0,"Exótico","BOCA",4,"si"
7,27,0,"Exótico","PARQUE AVELLANEDA",9,"si"
8,26,0,"Exótico","FLORES",7,"si"
22,67,5,"Exótico","ALMAGRO",5,"no"
11,26,0,"Exótico","NUEVA POMPEYA",4,"si"
8,42,0,"Exótico","PARQUE CHAS",15,"si"
9,59,10,"Nativo/Autóctono","VILLA DEL PARQUE",11,"no"
3,15,0,"Exótico","PARQUE AVELLANEDA",9,"no"
9,29,6,"Exótico","MATADEROS",9,"si"
3,4,0,"Exótico","VILLA SANTA RITA",11,"no"
8,60,0,"Exótico","VILLA PUEYRREDON",12,"no"
7,35,0,"Exótico","VILLA RIACHUELO",8,"si"
15,95,0,"Exótico","BELGRANO",13,"no"
2,14,0,"Exótico","VILLA RIACHUELO",8,"si"
10,33,0,"Exótico","LINIERS",9,"si"
7,26,0,"Exótico","VILLA REAL",10,"si"
5,16,8,"Exótico","BELGRANO",13,"no"
6,30,14,"Nativo/Autóctono","MONSERRAT",1,"no"
8,18,0,"Exótico","PUERTO MADERO",1,"si"
5,9,0,"Exótico","BELGRANO",13,"si"
15,68,7,"Exótico","CABALLITO",6,"no"
7,48,0,"Exótico","VILLA LUGANO",8,"no"
16,46,6,"Exótico","RECOLETA",2,"no"
1,27,0,"Exótico","PARQUE PATRICIOS",4,"no"
6,17,0,"Exótico","VILLA LUGANO",8,"no"
8,10,0,"Nativo/Autóctono","PALERMO",14,"no"
4,32,5,"Exótico","CABALLITO",6,"si"
8,23,0,"Exótico","SAAVEDRA",12,"si"
3,25,0,"Exótico","FLORES",7,"no"
4,20,0,"Exótico","MATADEROS",9,"si"
8,20,0,"Exótico","CABALLITO",6,"si"
11,53,0,"Exótico","PATERNAL",15,"si"
4,27,0,"Exótico","BOCA",4,"no"
8,62,0,"Exótico","SAAVEDRA",12,"si"
6,18,0,"No Determinado","CABALLITO",6,"no"
6,47,0,"Exótico","VILLA LUGANO",8,"no"
3,7,0,"Exótico","NUEVA POMPEYA",4,"si"
6,23,0,"Exótico","VILLA URQUIZA",12,"si"
8,40,0,"Exótico","CABALLITO",6,"si"
3,9,0,"Exótico","VILLA RIACHUELO",8,"no"
10,29,10,"Exótico","PALERMO",14,"si"
9,38,0,"Exótico","VILLA DEL PARQUE",11,"no"
2,6,0,"Nativo/Autóctono","PALERMO",14,"no"
5,24,40,"Exótico","ALMAGRO",5,"si"
15,67,0,"Exótico","PALERMO",14,"no"
12,50,0,"Exótico","VILLA DEL PARQUE",11,"no"
4,14,0,"Exótico","SAAVEDRA",12,"si"
11,44,2,"Exótico","VILLA PUEYRREDON",12,"si"
11,48,0,"Exótico","VILLA PUEYRREDON",12,"si"
3,5,0,"Exótico","PARQUE AVELLANEDA",9,"si"
6,16,10,"Exótico","MATADEROS",9,"no"
5,15,18,"Exótico","PARQUE CHACABUCO",7,"no"
5,16,0,"Exótico","MATADEROS",9,"no"
2,6,8,"Exótico","PARQUE CHACABUCO",7,"no"
10,34,0,"Exótico","VILLA DEVOTO",11,"si"
6,20,0,"Exótico","PALERMO",14,"si"
13,50,0,"Exótico","CONSTITUCION",1,"si"
5,19,5,"Exótico","MATADEROS",9,"si"
4,23,0,"Exótico","PARQUE PATRICIOS",4,"si"
6,17,0,"Exótico","BARRACAS",4,"no"
5,20,0,"Exótico","VILLA RIACHUELO",8,"no"
8,20,15,"Exótico","CONSTITUCION",1,"si"
12,12,12,"Exótico","NUÑEZ",13,"si"
8,53,0,"Exótico","LINIERS",9,"no"
8,28,0,"Exótico","VILLA RIACHUELO",8,"si"
7,20,0,"Exótico","VILLA LUGANO",8,"si"
10,50,10,"Exótico","PARQUE AVELLANEDA",9,"no"
9,40,4,"Exótico","MATADEROS",9,"no"
4,7,0,"Exótico","MATADEROS",9,"no"
4,8,0,"Exótico","MATADEROS",9,"no"
4,16,0,"Exótico","VILLA ORTUZAR",15,"si"
22,61,10,"Exótico","PALERMO",14,"no"
4,10,6,"Exótico","COLEGIALES",13,"no"
6,10,0,"Exótico","VILLA LUGANO",8,"no"
3,22,0,"Exótico","NUEVA POMPEYA",4,"no"
7,20,0,"Exótico","CABALLITO",6,"si"
4,12,0,"Exótico","VILLA REAL",10,"no"
12,52,6,"Exótico","VILLA SANTA RITA",11,"no"
10,54,10,"Exótico","VILLA GRAL. MITRE",11,"no"
3,21,0,"Exótico","VILLA LURO",10,"no"
3,12,0,"Exótico","SAAVEDRA",12,"no"
6,14,0,"Exótico","CABALLITO",6,"no"
5,27,0,"Exótico","VELEZ SARSFIELD",10,"no"
7,24,0,"Exótico","PARQUE CHAS",15,"no"
43,11,0,"Exótico","PALERMO",14,"no"
12,48,17,"Exótico","ALMAGRO",5,"si"
8,12,0,"Exótico","VILLA DEL PARQUE",11,"si"
9,30,0,"Exótico","BARRACAS",4,"no"
8,20,0,"Exótico","BOEDO",5,"no"
8,25,0,"Exótico","CHACARITA",15,"si"
3,6,0,"Exótico","PALERMO",14,"si"
6,8,0,"Exótico","LINIERS",9,"no"
4,28,0,"Exótico","VILLA LUGANO",8,"no"
9,34,0,"Exótico","SAAVEDRA",12,"si"
2,34,0,"No Determinado","BARRACAS",4,"no"
4,10,0,"Exótico","LINIERS",9,"no"
11,58,10,"Exótico","MATADEROS",9,"no"
8,33,0,"Exótico","PALERMO",14,"si"
7,21,5,"Exótico","PARQUE PATRICIOS",4,"si"
14,87,0,"Exótico","LINIERS",9,"no"
2,4,0,"Exótico","BELGRANO",13,"no"
6,28,0,"Exótico","CHACARITA",15,"no"
12,70,0,"Exótico","BOEDO",5,"no"
8,22,12,"Exótico","CABALLITO",6,"si"
8,21,0,"Exótico","BOCA",4,"si"
6,32,0,"Exótico","VILLA REAL",10,"no"
14,47,12,"Exótico","RECOLETA",2,"no"
6,18,18,"Exótico","PARQUE CHACABUCO",7,"si"
11,21,0,"Exótico","MONSERRAT",1,"si"
2,9,0,"Exótico","VILLA SOLDATI",8,"no"
6,22,0,"Exótico","VILLA DEL PARQUE",11,"no"
5,22,10,"Exótico","MATADEROS",9,"no"
12,70,0,"Exótico","PARQUE CHAS",15,"si"
6,26,0,"Exótico","VILLA DEVOTO",11,"si"
5,16,0,"Exótico","VILLA CRESPO",15,"si"
8,21,0,"Exótico","CABALLITO",6,"si"
9,46,0,"Exótico","MONTE CASTRO",10,"no"
9,30,13,"Exótico","FLORES",7,"si"
6,41,6,"Exótico","VILLA LURO",10,"no"
3,5,0,"Exótico","PUERTO MADERO",1,"no"
10,14,4,"Exótico","PARQUE CHACABUCO",7,"no"
11,70,0,"Exótico","VILLA PUEYRREDON",12,"no"
3,24,0,"Exótico","VILLA SANTA RITA",11,"no"
9,28,0,"Exótico","PARQUE AVELLANEDA",9,"si"
7,20,8,"Exótico","SAAVEDRA",12,"si"
10,17,0,"Exótico","FLORES",7,"si"
3,11,0,"Exótico","PATERNAL",15,"no"
5,15,0,"Exótico","BOCA",4,"si"
8,31,0,"Exótico","FLORES",7,"no"
2,9,0,"Exótico","VILLA LUGANO",8,"no"
6,14,5,"Exótico","BOCA",4,"si"
18,43,0,"Exótico","BARRACAS",4,"no"
13,39,0,"Exótico","NUEVA POMPEYA",4,"si"
4,18,12,"Exótico","BALVANERA",3,"si"
7,9,0,"Exótico","VILLA DEVOTO",11,"no"
16,61,3,"Exótico","VILLA URQUIZA",12,"no"
20,74,12,"Exótico","VILLA CRESPO",15,"no"
7,18,33,"Exótico","BALVANERA",3,"si"
7,27,17,"Exótico","SAAVEDRA",12,"si"
14,43,8,"Exótico","VILLA RIACHUELO",8,"no"
10,72,0,"Exótico","VILLA DEL PARQUE",11,"no"
7,17,0,"Exótico","FLORES",7,"si"
15,57,0,"Exótico","VILLA SANTA RITA",11,"no"
3,12,0,"Exótico","PALERMO",14,"no"
12,73,3,"Exótico","VILLA URQUIZA",12,"no"
10,25,0,"Exótico","VILLA LUGANO",8,"si"
6,18,0,"Exótico","NUEVA POMPEYA",4,"no"
4,18,0,"Exótico","VILLA LUGANO",8,"si"
7,28,0,"Exótico","MATADEROS",9,"no"
2,2,0,"Exótico","VILLA DEL PARQUE",11,"no"
6,13,0,"Exótico","CABALLITO",6,"si"
7,26,15,"Exótico","PALERMO",14,"si"
4,10,0,"Exótico","ALMAGRO",5,"si"
4,30,0,"Exótico","PARQUE CHACABUCO",7,"no"
2,12,12,"Exótico","VILLA URQUIZA",12,"no"
6,21,0,"Exótico","MATADEROS",9,"no"
6,11,0,"Exótico","CABALLITO",6,"si"
3,6,7,"Exótico","VELEZ SARSFIELD",10,"no"
14,25,0,"Exótico","COLEGIALES",13,"si"
9,13,0,"Exótico","VILLA PUEYRREDON",12,"no"
3,6,0,"Exótico","VILLA URQUIZA",12,"no"
12,17,0,"Exótico","BALVANERA",3,"si"
4,8,0,"Exótico","BOEDO",5,"no"
7,22,7,"Exótico","PALERMO",14,"si"
8,52,0,"No Determinado","VILLA CRESPO",15,"no"
11,37,12,"Exótico","MATADEROS",9,"si"
10,42,8,"Exótico","CABALLITO",6,"no"
8,25,5,"Exótico","BARRACAS",4,"si"
14,78,11,"Exótico","BOCA",4,"no"
8,42,0,"Exótico","VILLA LURO",10,"si"
9,53,20,"Exótico","CABALLITO",6,"no"
7,7,0,"Exótico","PALERMO",14,"no"
10,35,0,"Exótico","BARRACAS",4,"no"
7,12,0,"Exótico","VILLA LUGANO",8,"si"
7,11,0,"Exótico","BELGRANO",13,"si"
1,7,0,"Exótico","PALERMO",14,"si"
5,15,9,"Exótico","VILLA DEVOTO",11,"no"
18,65,0,"Exótico","AGRONOMIA",15,"no"
6,23,0,"Exótico","MATADEROS",9,"si"
9,67,0,"Exótico","VILLA CRESPO",15,"si"
4,25,0,"Exótico","MATADEROS",9,"no"
3,5,0,"Exótico","LINIERS",9,"no"
17,79,0,"Exótico","COLEGIALES",13,"no"
7,21,0,"Exótico","BARRACAS",4,"no"
5,18,5,"Exótico","MONTE CASTRO",10,"no"
9,13,10,"Nativo/Autóctono","VILLA CRESPO",15,"no"
10,74,0,"Exótico","VILLA LUGANO",8,"no"
15,68,0,"Exótico","FLORES",7,"no"
6,11,0,"Nativo/Autóctono","SAN TELMO",1,"no"
7,36,14,"Exótico","CHACARITA",15,"no"
8,46,0,"Exótico","VILLA GRAL. MITRE",11,"si"
7,22,0,"Exótico","PALERMO",14,"no"
7,40,0,"Exótico","VILLA RIACHUELO",8,"si"
2,3,0,"Exótico","VILLA SOLDATI",8,"no"
11,71,0,"Exótico","SAAVEDRA",12,"no"
5,32,0,"Exótico","VILLA DEVOTO",11,"no"
3,5,0,"Exótico","BOCA",4,"no"
5,20,0,"Exótico","PARQUE CHACABUCO",7,"no"
7,26,0,"Exótico","VILLA CRESPO",15,"si"
4,5,0,"Exótico","PARQUE CHACABUCO",7,"no"
7,20,10,"Exótico","VILLA CRESPO",15,"si"
6,21,0,"Exótico","CHACARITA",15,"no"
10,40,0,"Exótico","CABALLITO",6,"no"
3,6,0,"Exótico","VILLA LURO",10,"no"
9,33,19,"Exótico","CABALLITO",6,"si"
12,24,0,"Exótico","BELGRANO",13,"si"
15,65,10,"Exótico","VILLA LUGANO",8,"no"
12,25,0,"Exótico","SAAVEDRA",12,"no"
11,21,0,"Exótico","BALVANERA",3,"si"
3,12,0,"Exótico","VILLA GRAL. MITRE",11,"no"
5,24,0,"Exótico","MATADEROS",9,"no"
6,18,0,"Exótico","FLORES",7,"si"
9,21,0,"Nativo/Autóctono","PALERMO",14,"no"
8,35,8,"Exótico","LINIERS",9,"si"
5,12,0,"Exótico","VILLA ORTUZAR",15,"no"
7,48,0,"Exótico","FLORES",7,"no"
7,37,0,"Exótico","MONTE CASTRO",10,"si"
7,8,0,"Exótico","PALERMO",14,"no"
8,45,0,"Exótico","RETIRO",1,"no"
8,32,0,"Exótico","SAN CRISTOBAL",3,"si"
8,16,0,"Exótico","VILLA DEVOTO",11,"no"
5,13,0,"Exótico","BALVANERA",3,"no"
17,71,8,"Exótico","FLORES",7,"no"
7,17,0,"Exótico","PARQUE AVELLANEDA",9,"si"
10,28,9,"Nativo/Autóctono","COLEGIALES",13,"no"
3,11,0,"Exótico","BELGRANO",13,"si"
12,38,0,"Exótico","VILLA LUGANO",8,"si"
9,34,9,"Exótico","BOCA",4,"si"
5,21,12,"Exótico","PARQUE CHAS",15,"si"
6,10,11,"Exótico","PARQUE CHAS",15,"no"
7,32,0,"Nativo/Autóctono","VILLA URQUIZA",12,"no"
8,16,0,"Exótico","SAN CRISTOBAL",3,"si"
10,23,0,"Exótico","MATADEROS",9,"si"
18,59,0,"Exótico","RETIRO",1,"no"
9,59,0,"Exótico","PARQUE CHACABUCO",7,"no"
10,58,0,"Exótico","FLORESTA",10,"no"
10,15,0,"Exótico","FLORES",7,"si"
7,19,5,"Exótico","VELEZ SARSFIELD",10,"si"
9,28,12,"Exótico","VILLA SANTA RITA",11,"si"
9,22,12,"Exótico","BOCA",4,"si"
10,39,0,"No Determinado","PALERMO",14,"no"
10,36,5,"Exótico","VILLA SOLDATI",8,"si"
4,36,0,"Exótico","VILLA LUGANO",8,"si"
5,1,0,"Exótico","BELGRANO",13,"no"
6,58,0,"Exótico","CHACARITA",15,"si"
6,30,0,"Exótico","VILLA DEVOTO",11,"si"
3,32,0,"Exótico","VILLA RIACHUELO",8,"no"
10,20,10,"Exótico","BARRACAS",4,"si"
8,16,0,"Exótico","BARRACAS",4,"si"
12,35,0,"Exótico","VILLA LURO",10,"si"
9,22,0,"Exótico","CABALLITO",6,"no"
6,19,18,"Exótico","CABALLITO",6,"si"
6,20,0,"Exótico","NUEVA POMPEYA",4,"si"
12,25,0,"Exótico","BELGRANO",13,"no"
11,25,4,"Exótico","LINIERS",9,"si"
8,28,0,"Exótico","PARQUE CHACABUCO",7,"si"
5,11,0,"Nativo/Autóctono","COLEGIALES",13,"no"
6,25,0,"Exótico","AGRONOMIA",15,"no"
10,45,0,"Exótico","VILLA SOLDATI",8,"no"
7,12,0,"Exótico","PALERMO",14,"si"
8,28,23,"Exótico","BARRACAS",4,"si"
8,21,0,"Exótico","CABALLITO",6,"si"
6,28,5,"Exótico","FLORES",7,"no"
4,4,0,"Exótico","VILLA DEVOTO",11,"no"
9,33,0,"Exótico","MATADEROS",9,"si"
5,21,0,"Exótico","FLORES",7,"si"
6,22,0,"Exótico","VILLA LUGANO",8,"no"
8,65,0,"Exótico","VILLA DEVOTO",11,"no"
7,23,0,"Exótico","VILLA LUGANO",8,"no"
9,40,7,"Exótico","VILLA URQUIZA",12,"si"
12,45,0,"Exótico","VILLA CRESPO",15,"si"
2,14,0,"Exótico","VERSALLES",10,"no"
9,24,10,"Exótico","MONTE CASTRO",10,"si"
12,22,0,"Exótico","BELGRANO",13,"si"
10,66,9,"Exótico","SAN TELMO",1,"si"
7,42,0,"Exótico","MATADEROS",9,"no"
10,57,0,"Exótico","NUÑEZ",13,"no"
5,8,10,"Exótico","VILLA LURO",10,"si"
4,17,0,"Exótico","VILLA SANTA RITA",11,"no"
3,50,0,"Exótico","PARQUE CHACABUCO",7,"no"
6,18,0,"Exótico","PARQUE CHACABUCO",7,"no"
2,5,0,"Exótico","PARQUE AVELLANEDA",9,"no"
3,5,0,"Exótico","CHACARITA",15,"no"
4,20,0,"Exótico","MATADEROS",9,"no"
12,78,0,"Exótico","VILLA GRAL. MITRE",11,"no"
6,32,0,"Exótico","VILLA DEL PARQUE",11,"no"
18,60,0,"Nativo/Autóctono","CABALLITO",6,"no"
6,45,0,"Exótico","MATADEROS",9,"si"
15,70,12,"Exótico","SAN CRISTOBAL",3,"no"
14,14,9,"Exótico","BELGRANO",13,"si"
12,40,0,"Exótico","PARQUE CHACABUCO",7,"no"
9,52,0,"Exótico","VILLA RIACHUELO",8,"no"
8,46,0,"Nativo/Autóctono","RETIRO",1,"no"
10,21,0,"Exótico","FLORES",7,"si"
16,56,0,"Exótico","CHACARITA",15,"no"
12,75,0,"Exótico","FLORES",7,"no"
8,65,18,"Nativo/Autóctono","MONSERRAT",1,"no"
3,11,4,"Exótico","VILLA LUGANO",8,"no"
10,81,0,"Nativo/Autóctono","BELGRANO",13,"no"
10,20,0,"Exótico","BOEDO",5,"si"
4,17,0,"Nativo/Autóctono","NUÑEZ",13,"no"
10,24,12,"Exótico","COLEGIALES",13,"si"
12,16,0,"Exótico","BELGRANO",13,"si"
8,35,0,"Exótico","AGRONOMIA",15,"si"
14,62,0,"Exótico","VILLA DEVOTO",11,"no"
7,16,5,"Exótico","LINIERS",9,"no"
12,52,0,"Exótico","PARQUE CHACABUCO",7,"no"
23,53,11,"Exótico","BELGRANO",13,"no"
7,22,15,"Exótico","SAN CRISTOBAL",3,"si"
10,25,0,"Exótico","BOEDO",5,"si"
9,45,0,"Exótico","VILLA DEVOTO",11,"si"
6,26,10,"Exótico","VILLA SANTA RITA",11,"si"
8,34,0,"Exótico","BARRACAS",4,"si"
18,36,0,"Exótico","FLORES",7,"si"
9,22,19,"Exótico","CONSTITUCION",1,"si"
3,29,10,"No Determinado","BALVANERA",3,"no"
9,19,0,"Exótico","CABALLITO",6,"si"
9,38,0,"Exótico","VILLA SOLDATI",8,"si"
9,66,0,"Exótico","BELGRANO",13,"no"
20,60,15,"Exótico","SAN TELMO",1,"no"
6,22,0,"Exótico","BELGRANO",13,"si"
9,44,0,"Exótico","VILLA CRESPO",15,"no"
3,3,0,"Exótico","FLORES",7,"no"
8,18,0,"Exótico","BOCA",4,"si"
11,68,13,"Nativo/Autóctono","VILLA DEVOTO",11,"no"
9,32,14,"Exótico","PARQUE CHACABUCO",7,"si"
15,34,0,"Exótico","FLORES",7,"no"
12,30,0,"Nativo/Autóctono","BELGRANO",13,"no"
6,22,0,"Exótico","VILLA SOLDATI",8,"no"
7,17,0,"Exótico","VILLA REAL",10,"si"
7,43,0,"Exótico","SAAVEDRA",12,"si"
19,59,0,"Exótico","VILLA PUEYRREDON",12,"no"
3,10,0,"Exótico","PARQUE AVELLANEDA",9,"no"
9,60,0,"Exótico","LINIERS",9,"no"
10,11,0,"Nativo/Autóctono","FLORESTA",10,"no"
4,28,0,"Exótico","VILLA LUGANO",8,"no"
3,6,0,"Exótico","FLORESTA",10,"no"
6,28,0,"Exótico","VILLA GRAL. MITRE",11,"no"
3,23,0,"Exótico","MATADEROS",9,"no"
3,16,15,"Exótico","RECOLETA",2,"no"
4,6,0,"Exótico","BALVANERA",3,"no"
7,22,0,"Exótico","VILLA CRESPO",15,"si"
5,21,0,"Exótico","VILLA DEVOTO",11,"no"
4,30,0,"Exótico","VILLA RIACHUELO",8,"si"
13,56,0,"Exótico","MATADEROS",9,"no"
3,6,0,"Exótico","NUÑEZ",13,"no"
12,26,0,"Exótico","VILLA LUGANO",8,"si"
5,18,0,"No Determinado","CHACARITA",15,"no"
10,44,10,"Exótico","MATADEROS",9,"si"
8,20,0,"Exótico","BOEDO",5,"si"
12,45,0,"Exótico","ALMAGRO",5,"si"
4,12,0,"Nativo/Autóctono","BARRACAS",4,"no"
6,13,0,"Exótico","VILLA LUGANO",8,"si"
6,20,8,"Exótico","VILLA DEVOTO",11,"no"
6,37,0,"Exótico","BOEDO",5,"no"
7,30,0,"Exótico","CABALLITO",6,"si"
8,20,0,"Exótico","LINIERS",9,"no"
10,20,0,"Exótico","ALMAGRO",5,"si"
4,10,0,"Exótico","MONTE CASTRO",10,"no"
18,64,7,"Exótico","VILLA LURO",10,"no"
7,12,0,"Exótico","VILLA LURO",10,"no"
14,66,0,"Exótico","VILLA URQUIZA",12,"no"
8,48,0,"Exótico","BARRACAS",4,"si"
7,65,0,"Exótico","ALMAGRO",5,"no"
8,42,0,"Exótico","VILLA GRAL. MITRE",11,"no"
8,32,0,"Exótico","BARRACAS",4,"si"
10,68,0,"Exótico","VILLA URQUIZA",12,"no"
1,3,0,"Exótico","VILLA GRAL. MITRE",11,"no"
9,28,11,"Exótico","CONSTITUCION",1,"no"
8,34,9,"Exótico","NUÑEZ",13,"no"
6,36,0,"Exótico","PARQUE AVELLANEDA",9,"si"
4,15,0,"Exótico","VILLA PUEYRREDON",12,"no"
8,19,10,"Nativo/Autóctono","ALMAGRO",5,"no"
7,20,0,"Exótico","CABALLITO",6,"no"
2,5,0,"Exótico","VILLA DEVOTO",11,"no"
11,40,0,"Exótico","VILLA DEVOTO",11,"no"
9,54,6,"Exótico","MATADEROS",9,"no"
8,17,0,"Nativo/Autóctono","COLEGIALES",13,"no"
8,15,10,"Exótico","MATADEROS",9,"si"
6,14,0,"Exótico","VILLA RIACHUELO",8,"no"
8,27,5,"Exótico","VILLA PUEYRREDON",12,"no"
7,20,10,"Exótico","FLORESTA",10,"no"
2,30,0,"Exótico","MATADEROS",9,"no"
12,51,0,"Exótico","CABALLITO",6,"no"
10,29,0,"Exótico","VILLA DEVOTO",11,"si"
4,11,0,"Exótico","MONTE CASTRO",10,"no"
20,50,0,"Exótico","MATADEROS",9,"no"
3,20,0,"Exótico","FLORES",7,"no"
13,38,0,"Nativo/Autóctono","MONSERRAT",1,"no"
10,34,0,"Exótico","MATADEROS",9,"si"
4,14,0,"Exótico","CABALLITO",6,"no"
12,43,0,"Exótico","VELEZ SARSFIELD",10,"si"
5,12,0,"Exótico","SAAVEDRA",12,"si"
17,69,10,"Exótico","PALERMO",14,"no"
8,32,10,"Exótico","NUEVA POMPEYA",4,"si"
6,26,0,"Exótico","VERSALLES",10,"si"
7,25,0,"Exótico","VILLA LUGANO",8,"no"
2,5,0,"Exótico","VILLA GRAL. MITRE",11,"no"
7,23,16,"Exótico","PARQUE CHACABUCO",7,"si"
8,57,0,"Exótico","VILLA GRAL. MITRE",11,"no"
12,73,0,"Exótico","MATADEROS",9,"no"
8,24,0,"Exótico","VILLA SOLDATI",8,"si"
12,70,0,"Exótico","VILLA PUEYRREDON",12,"no"
8,29,0,"Exótico","NUÑEZ",13,"si"
6,14,0,"Exótico","VILLA CRESPO",15,"no"
9,10,0,"Exótico","FLORES",7,"no"
6,26,0,"Exótico","VILLA RIACHUELO",8,"si"
9,30,0,"Exótico","BOCA",4,"si"
4,15,0,"Exótico","RECOLETA",2,"si"
7,25,0,"Exótico","RECOLETA",2,"si"
12,65,0,"Exótico","NUEVA POMPEYA",4,"no"
11,41,1,"Exótico","SAAVEDRA",12,"no"
9,25,15,"Exótico","CHACARITA",15,"si"
7,15,14,"Exótico","PALERMO",14,"si"
9,48,0,"Nativo/Autóctono","PALERMO",14,"no"
8,26,0,"Exótico","VILLA LUGANO",8,"si"
8,34,0,"Exótico","MATADEROS",9,"si"
9,37,20,"Nativo/Autóctono","NUEVA POMPEYA",4,"no"
7,25,0,"Exótico","VILLA DEL PARQUE",11,"si"
8,62,0,"Exótico","VILLA SOLDATI",8,"si"
6,24,0,"Exótico","MATADEROS",9,"no"
3,7,10,"Exótico","VILLA CRESPO",15,"no"
9,48,0,"Exótico","PALERMO",14,"no"
6,15,0,"Exótico","PARQUE CHACABUCO",7,"si"
9,32,0,"Exótico","VILLA DEL PARQUE",11,"si"
4,23,19,"Exótico","VILLA GRAL. MITRE",11,"no"
2,12,0,"Exótico","VERSALLES",10,"no"
11,46,0,"Exótico","BARRACAS",4,"si"
6,37,0,"Exótico","SAAVEDRA",12,"si"
11,20,0,"Exótico","ALMAGRO",5,"si"
12,70,0,"Exótico","FLORES",7,"no"
6,34,0,"Nativo/Autóctono","VILLA LUGANO",8,"no"
10,20,0,"Exótico","VILLA DEVOTO",11,"no"
4,9,0,"Exótico","PARQUE AVELLANEDA",9,"no"
5,25,0,"Exótico","NUEVA POMPEYA",4,"no"
3,10,0,"Exótico","VILLA LURO",10,"no"
4,4,0,"Exótico","VILLA LUGANO",8,"si"
9,44,0,"Exótico","VILLA CRESPO",15,"no"
9,9,0,"Nativo/Autóctono","CHACARITA",15,"no"
3,12,5,"Exótico","VILLA LURO",10,"no"
10,30,0,"Exótico","BOEDO",5,"si"
24,67,0,"Nativo/Autóctono","PALERMO",14,"no"
12,46,0,"Exótico","VILLA DEVOTO",11,"si"
9,39,7,"Exótico","VILLA SANTA RITA",11,"si"
8,43,0,"Exótico","FLORES",7,"no"
5,18,0,"Exótico","VILLA LUGANO",8,"no"
8,31,0,"Exótico","VELEZ SARSFIELD",10,"si"
7,13,0,"Exótico","VILLA URQUIZA",12,"no"
3,22,0,"Exótico","VILLA PUEYRREDON",12,"si"
8,23,0,"Exótico","CABALLITO",6,"si"
8,21,0,"Exótico","FLORES",7,"si"
9,29,0,"Exótico","CONSTITUCION",1,"si"
4,22,0,"Exótico","VILLA DEL PARQUE",11,"no"
5,9,0,"Exótico","BELGRANO",13,"si"
12,68,15,"Exótico","BARRACAS",4,"si"
3,4,0,"No Determinado","PARQUE AVELLANEDA",9,"no"
7,39,7,"Exótico","SAAVEDRA",12,"si"
21,48,9,"Nativo/Autóctono","SAN CRISTOBAL",3,"no"
7,27,0,"Exótico","PARQUE AVELLANEDA",9,"si"
4,25,0,"Exótico","BARRACAS",4,"si"
15,35,5,"Exótico","ALMAGRO",5,"si"
4,77,0,"Exótico","BELGRANO",13,"no"
12,40,0,"Exótico","VERSALLES",10,"si"
19,106,0,"Exótico","RETIRO",1,"no"
3,8,10,"Exótico","VILLA DEVOTO",11,"no"
9,18,20,"Exótico","CABALLITO",6,"si"
12,46,0,"Exótico","VILLA URQUIZA",12,"no"
10,40,0,"Exótico","VILLA URQUIZA",12,"si"
4,3,0,"Exótico","VELEZ SARSFIELD",10,"si"
7,35,9,"Exótico","AGRONOMIA",15,"si"
6,35,19,"Exótico","NUEVA POMPEYA",4,"si"
3,20,0,"Exótico","CABALLITO",6,"no"
14,50,0,"Exótico","VILLA LUGANO",8,"no"
20,40,0,"Exótico","RETIRO",1,"no"
11,24,0,"Exótico","SAN CRISTOBAL",3,"si"
10,72,0,"Exótico","SAAVEDRA",12,"si"
7,25,0,"Exótico","SAAVEDRA",12,"si"
11,14,0,"Exótico","PALERMO",14,"no"
4,12,0,"Exótico","PATERNAL",15,"si"
2,4,0,"Exótico","VILLA PUEYRREDON",12,"no"
9,35,0,"Exótico","VILLA URQUIZA",12,"no"
8,40,0,"Exótico","VILLA PUEYRREDON",12,"si"
6,42,0,"Exótico","VILLA PUEYRREDON",12,"si"
7,15,0,"Exótico","CABALLITO",6,"si"
6,25,3,"Exótico","SAAVEDRA",12,"si"
2,32,0,"Exótico","VILLA LURO",10,"no"
3,4,0,"Exótico","CONSTITUCION",1,"no"
21,65,0,"Exótico","VILLA CRESPO",15,"no"
12,45,0,"Exótico","VILLA REAL",10,"no"
16,96,0,"Exótico","PARQUE CHACABUCO",7,"no"
12,36,10,"Exótico","PALERMO",14,"si"
10,20,8,"Exótico","FLORES",7,"si"
2,6,0,"Exótico","VILLA LURO",10,"no"
9,26,0,"Exótico","VILLA DEVOTO",11,"si"
9,22,0,"Exótico","PARQUE CHACABUCO",7,"si"
11,72,0,"Exótico","MATADEROS",9,"no"
9,27,12,"Exótico","BELGRANO",13,"si"
8,49,0,"Exótico","VILLA PUEYRREDON",12,"no"
